Country Name,Country Code,Indicator Name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Post-demographic dividend,PST,"School enrollment, tertiary, female (% gross)",62.54291153,68.02896118,70.9161377,73.5823822,75.21798706,77.97273254,79.40271759,80.61756134,82.3857193,84.80274,86.21042
French Polynesia,PYF,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Qatar,QAT,"School enrollment, tertiary, female (% gross)",32.86018,29.80108,28.43025,32.10241,31.15202,31.10588,26.49807,25.88277,25.71725,26.28676,30.45212
Romania,ROU,"School enrollment, tertiary, female (% gross)",31.50081,36.53405,42.41278,47.38816,51.94108,59.60686,67.03171,76.07577,79.34246,74.36121,67.22347
Russian Federation,RUS,"School enrollment, tertiary, female (% gross)",69.75066,77.01028,80.1912,81.76569,84.19962,84.37132,85.60359,86.58391,86.81824,,87.41099
Rwanda,RWA,"School enrollment, tertiary, female (% gross)",1.11297,1.30387,1.68605,2.11366,,,,,4.57224,5.18612,5.99487
South Asia,SAS,"School enrollment, tertiary, female (% gross)",6.728620052,7.076320171,7.280720234,7.473849773,7.811089993,8.494259834,9.500040054,10.78254986,11.73165035,13.33665,17.26714
Saudi Arabia,SAU,"School enrollment, tertiary, female (% gross)",26.3505,26.86265,32.47074,35.04177,35.55299,36.20469,34.40529,34.80451,35.50794,39.29681,42.21555
Sudan,SDN,"School enrollment, tertiary, female (% gross)",9.00811,10.33761,9.56746,11.52673,12.97068,15.08468,14.85453,15.87954,16.56876,17.19209,15.87546
Senegal,SEN,"School enrollment, tertiary, female (% gross)",,,,,,3.49403,4.2647,5.47226,5.80993,5.60403,7.32529
Singapore,SGP,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Solomon Islands,SLB,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Sierra Leone,SLE,"School enrollment, tertiary, female (% gross)",1.16755,1.14281,,,,,,,,,
El Salvador,SLV,"School enrollment, tertiary, female (% gross)",21.55505,22.28795,22.78879,23.71568,24.16016,24.43014,25.66027,26.44596,26.89196,27.38869,28.302
San Marino,SMR,"School enrollment, tertiary, female (% gross)",,,,,,,,70.68966,,69.69309,68.125
Somalia,SOM,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Serbia,SRB,"School enrollment, tertiary, female (% gross)",41.43833,39.58496,44.9803,46.65079,50.06153,52.84576,54.18538,55.13676,56.38332,55.62779,58.84335
Sub-Saharan Africa (excluding high income),SSA,"School enrollment, tertiary, female (% gross)",4.019060135,4.324369907,4.579030037,4.818359852,5.092309952,5.307020187,5.475150108,5.739079952,6.131840229,6.51852,6.72736
South Sudan,SSD,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Sub-Saharan Africa,SSF,"School enrollment, tertiary, female (% gross)",4.018569946,4.323850155,4.57848978,4.817800045,5.091750145,5.306469917,5.474619865,5.7385602,6.131309986,6.51797,6.72714
Small states,SST,"School enrollment, tertiary, female (% gross)",12.91839981,13.54088974,14.46325016,15.18645954,15.34311962,15.4956398,16.56074905,18.04014969,19.72773933,20.51266,21.14232
Sao Tome and Principe,STP,"School enrollment, tertiary, female (% gross)",,,,,,,,,3.80336,4.27038,
Suriname,SUR,"School enrollment, tertiary, female (% gross)",,15.7261,,,,,,,,,
Slovak Republic,SVK,"School enrollment, tertiary, female (% gross)",31.47076,34.10804,36.70543,39.71467,45.56453,52.7373,60.3367,66.15394,69.17988,69.6171,68.51109
Slovenia,SVN,"School enrollment, tertiary, female (% gross)",70.54708,78.97759,79.8245,84.24316,93.45788,98.21913,100.962,102.49038,103.93128,107.4362,108.8557
Sweden,SWE,"School enrollment, tertiary, female (% gross)",84.74075,91.51831,99.24888,102.06074,99.93791,96.72168,91.90245,87.42614,87.15156,89.57827,88.07282
Eswatini,SWZ,"School enrollment, tertiary, female (% gross)",,4.7807,,5.60009,4.92858,4.55393,,,,,7.1097
Sint Maarten (Dutch part),SXM,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Seychelles,SYC,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,4.0521
Syrian Arab Republic,SYR,"School enrollment, tertiary, female (% gross)",,11.38795,12.15478,13.71422,17.13149,19.91892,20.92698,22.75443,23.16242,23.9438,25.75019
Turks and Caicos Islands,TCA,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Chad,TCD,"School enrollment, tertiary, female (% gross)",0.24777,,0.18889,0.30307,0.17145,,,0.49634,0.59154,0.62069,0.8509
East Asia & Pacific (IDA & IBRD countries),TEA,"School enrollment, tertiary, female (% gross)",11.82598972,14.01208973,15.95818043,17.80596924,18.98361969,20.23771095,21.22517014,21.97654915,23.83485031,25.66626,27.39861
Europe & Central Asia (IDA & IBRD countries),TEC,"School enrollment, tertiary, female (% gross)",46.74044037,50.80162048,53.83520889,55.56745911,57.99137115,60.00418854,61.42971039,62.70360184,63.68051147,64.87398,65.35218
Togo,TGO,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Thailand,THA,"School enrollment, tertiary, female (% gross)",41.80756,42.28301,43.93292,45.71516,47.21976,46.23317,53.86146,52.89156,53.96824,56.551,58.60076
Tajikistan,TJK,"School enrollment, tertiary, female (% gross)",10.04219,10.42604,11.37921,12.35941,13.17657,14.14274,14.98646,15.59965,15.72754,15.786,15.23598
Turkmenistan,TKM,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"School enrollment, tertiary, female (% gross)",26.0062294,28.26370049,30.17365074,31.18630981,33.02299881,35.53113937,38.15496826,41.83605957,43.41302109,45.08292,48.14739
Timor-Leste,TLS,"School enrollment, tertiary, female (% gross)",,9.25763,,,,,,,13.55747,14.81589,
Middle East & North Africa (IDA & IBRD countries),TMN,"School enrollment, tertiary, female (% gross)",18.63961983,19.39956093,19.99086952,21.2030201,22.61551094,23.98459053,25.59210968,28.94108963,29.0096302,30.45371,30.95347
Tonga,TON,"School enrollment, tertiary, female (% gross)",,7.07602,8.0111,,,,,,,,
South Asia (IDA & IBRD),TSA,"School enrollment, tertiary, female (% gross)",6.728620052,7.076320171,7.280720234,7.473849773,7.811089993,8.494259834,9.500040054,10.78254986,11.73165035,13.33665,17.26714
Sub-Saharan Africa (IDA & IBRD countries),TSS,"School enrollment, tertiary, female (% gross)",4.018569946,4.323850155,4.57848978,4.817800045,5.091750145,5.306469917,5.474619865,5.7385602,6.131309986,6.51797,6.72714
Trinidad and Tobago,TTO,"School enrollment, tertiary, female (% gross)",7.79266,10.44447,10.80848,13.36106,,,,,,,
Tunisia,TUN,"School enrollment, tertiary, female (% gross)",22.74413,25.23363,30.34678,33.89983,35.15099,38.04439,38.96558,40.29173,42.20645,43.22497,43.82184
Turkey,TUR,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Tuvalu,TUV,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Tanzania,TZA,"School enrollment, tertiary, female (% gross)",0.33862,0.37033,0.58274,0.74548,0.97155,,0.97705,,,1.94126,
Uganda,UGA,"School enrollment, tertiary, female (% gross)",1.95948,2.69848,2.81775,2.78253,,3.05252,,3.37961,3.74244,3.4863,3.86962
Ukraine,UKR,"School enrollment, tertiary, female (% gross)",56.00849,61.51982,66.88754,72.55494,77.93428,83.74727,87.8205,90.63585,92.03856,89.5358,89.28795
Upper middle income,UMC,"School enrollment, tertiary, female (% gross)",19.82926941,22.43922043,24.91115952,26.76085091,28.22291946,29.76305008,31.12141037,32.53710175,34.09273911,36.02254,38.13493
Uruguay,URY,"School enrollment, tertiary, female (% gross)",49.38992,53.32885,57.18015,58.63187,57.86329,57.95749,,,,,
United States,USA,"School enrollment, tertiary, female (% gross)",77.97988,90.05129,93.33526,95.25051,95.19016,98.27297,98.84382,99.85549,102.70556,108.2529,109.4981
Uzbekistan,UZB,"School enrollment, tertiary, female (% gross)",11.99879,12.30616,12.17218,12.4418,8.23891,8.43911,8.38934,8.19876,8.14687,7.58018,6.89394
St. Vincent and the Grenadines,VCT,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
"Venezuela, RB",VEN,"School enrollment, tertiary, female (% gross)",,40.3139,41.74222,,,,,100.29159,,,
British Virgin Islands,VGB,"School enrollment, tertiary, female (% gross)",60.60172,70.86721,,98.01242,,,,,89.5881,,
Virgin Islands (U.S.),VIR,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Vietnam,VNM,"School enrollment, tertiary, female (% gross)",8.16289,8.54167,8.92838,,13.50437,16.54768,18.6506,19.03671,20.30738,23.01379,25.27843
Vanuatu,VUT,"School enrollment, tertiary, female (% gross)",,3.45504,3.46669,3.49792,,,,,,,
World,WLD,"School enrollment, tertiary, female (% gross)",20.11228943,21.94231987,23.16295052,24.13174057,24.9430294,26.0055294,26.93726921,28.06105042,29.19503021,30.69155,32.57636
Samoa,WSM,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Kosovo,XKX,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
"Yemen, Rep.",YEM,"School enrollment, tertiary, female (% gross)",,5.55437,5.39368,5.29403,5.22,5.21128,6.20183,6.48268,,6.50644,6.16967
South Africa,ZAF,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,
Zambia,ZMB,"School enrollment, tertiary, female (% gross)",,,,,,,,,,,2.26496
Zimbabwe,ZWE,"School enrollment, tertiary, female (% gross)",,,,,,,,,,5.71466,5.55479
